,index,num_bed,num_bath,size_house,size_lot,num_floors,is_waterfront,condition,size_basement,year_built,renovation_date,zip,latitude,longitude,avg_size_neighbor_houses,avg_size_neighbor_lot,price
15412,15412,1,1.0,460,4120,1.0,0,3,0,1937,0,98055,47.48680378,-122.1989902,990,4120,247000
8640,8640,3,1.0,1140,6400,1.0,0,3,0,1962,0,98168,47.49019708,-122.3314921,1340,6650,309000
12364,12364,4,2.5,2540,4241,2.0,0,3,0,2009,0,98052,47.70727423,-122.1122525,3010,4929,717000
1152,1152,3,1.75,2000,6130,1.0,0,4,880,1951,0,98117,47.69248433,-122.3879042,2140,7150,549000
9652,9652,4,3.5,3400,5222,2.0,0,3,0,2005,0,98038,47.35593107,-121.9997394,3190,5326,515000
4331,4331,3,2.5,2010,2386,2.0,0,3,620,2014,0,98029,47.55247272,-121.9980712,1690,1870,479990
5908,5908,3,1.75,1240,38095,1.0,0,3,0,1978,0,98053,47.65217422,-121.9698626,2060,38552,345000
10929,10929,3,2.5,1970,4036,2.0,0,4,0,2003,0,98065,47.53349314,-121.8694648,1960,5020,432000
8707,8707,3,3.0,1990,9600,1.0,0,3,550,1988,0,98003,47.34993979,-122.2960304,1670,9600,245000
7602,7602,3,1.0,1060,7419,1.0,0,4,0,1906,0,98177,47.77124014,-122.391652,2190,5953,370000
12701,12701,4,2.5,2650,6240,2.0,0,3,0,2013,0,98053,47.6885186,-122.0208684,2640,6524,702000
15745,15745,5,1.75,2240,4750,1.0,0,4,1120,1920,0,98115,47.67266624,-122.2925109,1980,4750,635000
13380,13380,3,2.5,3800,13071,2.0,0,3,1070,1994,0,98023,47.30761594,-122.3965528,2980,11110,450000
14923,14923,3,2.5,1430,10200,1.0,0,3,0,1960,0,98033,47.70120667,-122.1664876,1470,10350,405000
14521,14521,5,2.5,2870,4712,2.0,0,3,0,2014,0,98006,47.54633789,-122.1824902,2870,6768,760369
11342,11342,2,2.5,2160,5581,1.0,0,3,0,2002,0,98053,47.70172006,-122.0234537,2315,5652,715000
13316,13316,3,1.75,1430,8412,1.0,0,4,360,1928,0,98125,47.72176233,-122.2987732,1490,8410,375000
10544,10544,3,2.0,1260,7346,1.0,0,3,0,1987,0,98031,47.40339385,-122.1758385,1460,7363,290000
17441,17441,4,3.5,3500,43560,2.0,0,3,650,2014,0,98006,47.54813847,-122.1026312,3640,40545,998000
18421,18421,3,2.25,1500,1290,2.0,0,3,280,2006,0,98117,47.67846899,-122.3747454,1460,1375,490000
3427,3427,4,3.5,4610,11676,2.0,0,3,0,2000,0,98075,47.60108282,-121.9828492,3900,11164,960000
10087,10087,4,3.5,5490,14300,1.0,0,3,2580,1996,0,98006,47.55114331,-122.1141695,4290,13822,1785000
1362,1362,4,2.25,2550,12918,2.0,0,3,0,1987,0,98006,47.56230387,-122.1093894,2550,11036,703770
4327,4327,4,1.0,1550,7296,1.5,0,3,0,1957,0,98106,47.51837449,-122.3656134,1370,7680,250000
4846,4846,3,1.0,900,9600,1.0,0,4,0,1970,0,98072,47.74227896,-122.1729306,1220,8240,329000
15151,15151,3,1.0,1410,8174,1.0,0,3,0,1958,0,98056,47.49689801,-122.1779791,1500,8058,261500
10820,10820,3,1.5,2290,9600,1.0,0,4,0,1967,0,98042,47.36433082,-122.1108562,1310,9600,209950
15986,15986,4,2.5,3120,49456,2.0,1,4,530,1974,1989,98198,47.35351964,-122.3232792,2030,32181,1225000
10199,10199,3,2.5,1880,4668,2.0,0,3,0,1993,0,98029,47.56664388,-121.9986496,2060,4668,509950
7835,7835,2,1.5,1400,9031,1.0,0,3,440,1982,0,98023,47.29152021,-122.3677261,1450,7658,190000
15766,15766,2,1.0,910,8155,1.0,0,4,0,1948,0,98155,47.73989929,-122.3004202,1240,8155,285000
14775,14775,2,1.0,700,6046,1.0,0,3,0,1950,0,98133,47.7171939,-122.3397852,990,6790,247500
7036,7036,4,2.0,1840,4760,1.5,0,4,760,1929,0,98106,47.52970292,-122.3490356,1170,5950,433000
5121,5121,3,1.75,1070,7754,1.0,0,3,0,1953,0,98146,47.50789824,-122.3438882,950,7740,152000
7843,7843,3,2.25,1500,15334,2.0,0,4,0,1992,0,98042,47.37194237,-122.0912557,1530,8102,240000
13430,13430,4,2.0,1720,6099,1.0,0,4,860,1949,0,98115,47.67651103,-122.286735,1100,5671,525000
805,805,4,1.5,2150,23568,1.0,0,4,0,1950,0,98166,47.45219062,-122.3549829,2150,10125,419000
6948,6948,3,2.5,1960,7200,1.0,0,4,980,1940,0,98118,47.56548362,-122.2704462,1440,7200,635000
16346,16346,4,1.0,1120,8763,1.0,0,3,0,1971,0,98146,47.50801914,-122.3580672,1120,8636,227000
707,707,4,1.0,1300,6030,1.5,0,3,0,1947,0,98168,47.47779263,-122.2855939,1240,6900,175000
7800,7800,6,2.75,2630,16411,1.0,0,4,980,1974,0,98052,47.63086434,-122.0926109,2250,12255,583000
20,20,5,2.5,2270,6300,2.0,0,3,0,1995,0,98092,47.32658071,-122.1689262,2240,7005,285000
11247,11247,4,3.25,3740,12080,1.0,0,3,1740,1988,0,98077,47.72144692,-122.0563692,4210,15277,1085000
5874,5874,4,2.5,2760,5564,2.0,0,3,0,2001,0,98056,47.48141793,-122.1894596,2670,5626,424950
12969,12969,4,2.0,1960,4520,1.0,0,3,1000,1922,2001,98116,47.58000061,-122.4049339,1680,4520,745000
8327,8327,4,3.25,2740,7266,2.0,0,3,680,2003,0,98027,47.53463113,-122.0659494,3030,6546,689900
17623,17623,3,3.0,1296,1051,3.0,0,3,0,2009,0,98125,47.71754697,-122.2842574,1520,1939,399950
13897,13897,6,2.25,3830,11180,1.0,0,5,1390,1962,0,98008,47.58492308,-122.1129669,2500,10400,887000
14550,14550,2,2.5,1160,2174,2.0,0,3,0,1998,0,98106,47.5263587,-122.3656727,1380,1919,168000
11974,11974,4,2.5,3230,7766,2.0,0,3,0,2005,0,98052,47.70690979,-122.1305827,3740,8344,714000
2283,2283,5,3.5,3700,5400,2.0,0,3,810,2011,0,98053,47.70848854,-122.1173761,3620,5460,830000
13502,13502,4,2.5,2080,7000,1.0,0,4,680,1989,0,98058,47.42517136,-122.1627127,2090,7082,330000
2202,2202,2,1.0,1180,9261,1.0,0,4,240,1957,0,98118,47.54920135,-122.2737954,1700,6325,343000
11698,11698,4,2.5,3210,8938,2.0,0,3,0,2005,0,98075,47.58195442,-121.9713552,3740,8108,750000
192,192,3,2.5,1480,4729,2.0,0,3,0,2004,0,98053,47.67938425,-122.0336034,2250,4729,516500
10057,10057,2,1.0,1200,24792,2.0,0,2,0,1976,0,98053,47.63374175,-121.9608295,2150,24792,170000
5165,5165,2,1.0,1310,4000,1.0,0,3,0,1913,0,98103,47.68541203,-122.329046,1550,4000,510000
10325,10325,3,1.5,1600,7500,1.0,0,3,0,1966,0,98034,47.72099409,-122.1818034,1700,7500,405000
452,452,3,1.5,1010,9600,1.0,0,4,0,1962,0,98198,47.40969121,-122.3158167,1400,9660,160000
928,928,3,1.0,1010,9611,1.0,0,4,0,1973,0,98092,47.3005949,-122.0664763,1200,9611,241000
10616,10616,3,2.0,1170,6750,1.0,0,5,370,1947,0,98115,47.67521676,-122.2812658,1330,6750,592500
5974,5974,4,2.75,2840,4000,1.5,0,5,880,1912,0,98144,47.58457746,-122.290553,2750,4000,870000
4880,4880,3,1.75,1410,8100,2.0,0,3,0,1985,0,98038,47.36168774,-122.0460139,1560,8100,263000
5802,5802,4,2.5,2260,9686,1.0,0,4,740,1965,0,98002,47.28595814,-122.2175161,1750,9916,224950
2290,2290,4,2.75,2240,8937,1.0,0,4,780,1976,0,98033,47.64948105,-122.1944957,2360,9038,675000
10197,10197,3,1.0,960,15273,1.0,0,4,0,1963,0,98022,47.23801315,-122.0385418,1930,51400,201000
1291,1291,3,1.75,1650,3200,1.5,0,3,0,1901,0,98102,47.62091544,-122.3173486,1500,2400,550000
13733,13733,3,3.25,4720,32467,2.0,0,3,1530,1998,0,98059,47.50799461,-122.1132418,3260,26386,860000
10964,10964,5,2.5,2380,91476,1.0,0,4,800,1976,0,98059,47.47897651,-122.1530995,1880,12870,529000
12254,12254,5,3.5,2810,2700,2.0,0,5,910,1910,0,98117,47.67985857,-122.3630908,1510,3800,999000
16229,16229,3,1.0,1010,14510,1.0,0,5,0,1974,0,98042,47.34366597,-122.0776967,2020,44866,270000
14087,14087,4,1.5,1620,7875,1.0,0,3,0,1956,0,98008,47.6040748,-122.1261359,1890,8400,425000
12260,12260,2,1.5,1300,2970,1.0,0,3,310,1903,0,98102,47.6232815,-122.3191827,1700,3000,550000
1358,1358,4,1.0,1340,5800,1.5,0,3,0,1914,0,98116,47.56576451,-122.3890759,1900,5800,455000
1251,1251,6,3.0,2180,7956,2.0,0,3,0,1980,0,98003,47.30543175,-122.3049996,2214,7684,235000
1884,1884,4,2.75,3100,14568,2.0,0,3,0,1995,0,98019,47.7301928,-121.9735917,2860,14396,564500
13332,13332,4,2.5,2230,4541,2.0,0,3,0,2006,0,98042,47.38480446,-122.0996704,2800,4860,253000
13208,13208,2,1.75,1340,1050,3.0,0,3,0,2009,0,98133,47.70534057,-122.3425404,1340,1090,360000
834,834,3,1.0,1280,8712,1.0,0,4,0,1956,0,98003,47.32981842,-122.2970834,1420,8800,216000
3770,3770,5,3.5,4320,40816,2.0,0,4,0,1997,0,98004,47.64396763,-122.1847655,4320,44584,1670000
8672,8672,4,2.5,2060,6958,1.0,0,3,840,1974,0,98034,47.72505003,-122.1678157,1760,7350,462000
13639,13639,3,2.0,2010,33090,1.5,0,5,0,1986,0,98022,47.21330189,-122.0065354,1840,22620,415000
17068,17068,3,2.5,1610,3517,2.0,0,3,0,2005,0,98055,47.44959629,-122.1886848,1830,2889,249900
183,183,5,3.0,3300,33474,1.0,0,3,1430,1957,1991,98040,47.56730681,-122.2099944,3836,20953,1505000
8908,8908,4,4.0,4260,11765,2.0,0,3,980,1939,2010,98112,47.63798643,-122.2876014,4260,10408,3400000
4981,4981,2,1.0,1180,5100,1.5,0,3,0,1926,0,98103,47.69469336,-122.3458081,980,5100,447500
5782,5782,3,2.5,1470,1204,3.0,0,3,0,2006,0,98117,47.69981954,-122.3662413,1460,1245,408000
14586,14586,4,2.75,1680,11180,1.0,0,4,0,1966,0,98052,47.65571477,-122.1274167,2400,9627,625000
1112,1112,4,2.0,2220,14120,1.0,0,3,1020,1966,0,98042,47.36103985,-122.1157777,1300,9709,225000
15797,15797,3,2.0,3085,7280,1.0,0,4,1525,1959,0,98056,47.49557759,-122.180873,1480,7900,359000
4993,4993,4,4.25,4720,21000,3.0,0,5,0,1971,0,98177,47.75907033,-122.3759599,3010,20000,1525000
13023,13023,3,2.25,2210,22040,1.0,0,5,700,1976,0,98004,47.59036423,-122.1936561,2470,14258,635250
6603,6603,4,1.0,1770,7345,1.5,0,3,0,1966,0,98106,47.53926595,-122.3507591,1580,7345,275000
8739,8739,3,1.75,1800,9000,1.0,0,3,600,1961,0,98178,47.49323515,-122.2777554,980,6000,257000
11157,11157,3,1.75,1270,7350,1.0,0,4,0,1967,0,98005,47.60456943,-122.1680105,1880,7350,599380
16992,16992,3,2.5,1860,415126,2.0,0,3,0,2006,0,98038,47.39739954,-122.0045374,2070,54014,472000
12177,12177,4,1.75,1550,7350,1.5,0,4,0,1958,0,98040,47.57954458,-122.2354306,1860,7350,645000
11233,11233,4,2.0,1700,8043,1.0,0,3,850,1954,0,98168,47.47579828,-122.2879744,1540,13260,161000
1225,1225,3,1.0,1200,9194,1.0,0,4,0,1952,0,98155,47.73620035,-122.3191086,1330,8650,369500
10934,10934,3,2.5,1970,6634,2.0,0,3,0,1989,0,98029,47.57590621,-122.0120774,2090,6176,535000
2787,2787,2,1.0,820,4880,1.0,0,4,0,1925,0,98136,47.54833356,-122.3940947,1320,4880,363000
15792,15792,3,1.0,1060,9241,1.0,0,4,0,1956,0,98133,47.74651136,-122.3392614,1900,6484,301000
11433,11433,3,1.75,1960,43995,1.0,0,3,0,1970,0,98059,47.49145355,-122.105634,1960,42253,480000
5812,5812,3,2.5,1560,4244,2.0,0,3,0,2002,0,98038,47.38337095,-122.0272509,1670,4251,275000
12712,12712,3,1.75,1930,9600,1.0,0,3,0,1958,0,98040,47.57473598,-122.2373676,2350,9840,795000
5654,5654,4,3.5,3840,4000,2.0,0,3,1200,2001,0,98105,47.66419261,-122.2909373,1620,4000,829900
9964,9964,2,1.0,1140,101529,1.5,0,3,0,1932,0,98092,47.25921809,-122.228271,1580,101529,400000
11151,11151,3,2.25,1910,8390,1.0,0,3,0,1979,0,98034,47.73003538,-122.216474,2410,8390,531000
1511,1511,2,1.0,840,12252,1.0,0,3,0,1994,0,98010,47.30692469,-122.0129532,1010,11876,190000
9508,9508,3,1.75,1660,9600,1.0,0,3,280,1981,0,98011,47.76012837,-122.1670029,2030,9500,420000
13630,13630,2,1.0,1150,30184,1.0,0,3,0,1950,0,98055,47.44916861,-122.199821,1670,19684,129000
1952,1952,5,3.0,4350,37169,2.0,0,3,1400,1972,0,98005,47.65183393,-122.1597099,3280,41631,900000
8233,8233,4,2.75,2810,8570,2.0,0,3,0,1993,0,98004,47.61588148,-122.2106601,2810,9621,1565000
6717,6717,4,1.0,1460,3840,1.5,0,3,120,1928,0,98106,47.53295498,-122.3471545,990,4200,360000
8898,8898,3,1.0,1640,13939,1.0,0,3,600,1960,0,98198,47.39469863,-122.312522,2080,13000,170500
9333,9333,5,4.5,6085,142725,3.0,0,3,0,2000,0,98014,47.60852863,-121.9518259,4830,128457,1610000
13636,13636,4,1.75,2570,8640,1.0,0,4,0,1958,0,98005,47.59563769,-122.1721861,2520,8800,762450
435,435,3,1.75,1900,5000,1.0,0,5,950,1951,0,98116,47.57890604,-122.3927971,1770,5000,615000
16901,16901,4,2.5,2423,7292,2.0,0,3,0,2005,0,98023,47.32271789,-122.3698121,2495,7489,290000
3537,3537,4,2.5,2650,9065,2.0,0,3,0,2000,0,98019,47.72584217,-121.9594103,2590,13218,435000
5272,5272,3,1.0,1090,17630,1.0,0,4,0,1962,0,98002,47.28798521,-122.1962377,1300,12000,197000
9501,9501,3,2.5,1690,9626,2.0,0,3,0,1984,0,98027,47.56469603,-122.0922721,1860,8958,535000
4739,4739,4,2.5,2160,5455,2.0,0,3,0,2003,0,98056,47.47994808,-122.182879,2160,5257,340000
6222,6222,4,2.5,2720,7697,1.0,0,4,600,1987,0,98058,47.43909697,-122.1614566,2340,7700,348000
7196,7196,4,3.75,5150,453895,2.0,0,3,790,1997,0,98053,47.67951398,-121.9914316,2500,215186,2140000
8662,8662,3,2.0,1640,3440,2.0,0,3,0,1987,0,98052,47.68294216,-122.0970852,1070,3549,408000
18145,18145,4,3.5,3510,10010,2.0,0,3,0,2001,0,98065,47.54123042,-121.8759234,4200,9935,729950
15077,15077,5,3.0,2730,9519,1.0,0,3,1060,2014,0,98155,47.75042373,-122.3070714,1150,9519,559950
1697,1697,3,1.0,1010,8581,1.0,0,4,0,1920,0,98002,47.30425321,-122.2156327,1060,10354,180000
17552,17552,3,1.75,1140,1165,2.0,0,3,0,2014,0,98108,47.5637904,-122.2948262,1150,1552,230000
2237,2237,4,4.25,3770,13058,2.0,0,4,0,1983,0,98028,47.75166584,-122.2253269,2200,12255,925000
16903,16903,2,2.0,1440,4666,1.0,0,3,0,2010,0,98053,47.70903024,-122.0189216,1510,4595,439950
11871,11871,4,1.75,1780,5000,1.0,0,5,890,1903,0,98108,47.53291308,-122.2924028,1860,5000,349950
16825,16825,2,3.0,1570,1281,3.0,0,3,0,2014,0,98107,47.67410973,-122.383852,1570,2500,657000
5704,5704,3,2.25,1880,10880,1.0,0,3,400,1975,0,98008,47.59374898,-122.1160199,2120,10240,535900
4685,4685,3,2.5,2050,40003,1.0,0,4,480,1977,0,98027,47.47000789,-121.9999848,2700,46769,439500
394,394,3,1.0,980,7000,1.0,0,3,0,1953,0,98133,47.76174051,-122.3574301,1220,7000,330000
17807,17807,4,3.25,4360,6000,2.0,0,3,960,2007,0,98027,47.54076502,-121.9941938,4310,6000,1258000
15512,15512,1,1.0,1230,3774,1.0,0,4,400,1924,0,98103,47.68861287,-122.3541663,1300,3774,415000
1687,1687,6,3.0,2630,8800,1.0,0,3,1020,1959,0,98125,47.71655481,-122.2931573,1220,1173,430000
15629,15629,5,4.0,4390,6656,2.0,0,3,1460,2008,0,98199,47.64801883,-122.3971847,1560,6656,1230000
149,149,4,2.5,3880,35003,2.0,0,3,1310,1984,0,98033,47.64765077,-122.1817817,3740,35230,917500
18073,18073,3,2.5,2220,2873,2.0,0,3,210,2012,0,98027,47.53108908,-122.0742793,2290,3213,654000
13074,13074,6,3.0,3020,13783,2.0,0,3,0,1952,2002,98040,47.57216668,-122.2264543,1720,13500,900000
8447,8447,4,2.5,2790,9910,2.0,0,3,0,2003,0,98059,47.48907196,-122.1406561,2590,9910,518000
8491,8491,3,2.5,2960,18600,2.0,0,3,0,1979,0,98166,47.43579524,-122.3444422,2740,15681,605000
15444,15444,3,1.75,1640,11730,1.0,0,5,0,1967,0,98034,47.73511274,-122.1888679,1640,7770,397000
16738,16738,3,2.25,2000,7560,1.0,0,3,600,1979,0,98055,47.47977429,-122.2281454,2040,6949,300000
9549,9549,3,1.75,1340,13241,1.0,0,3,0,1985,0,98034,47.72682035,-122.2125975,2090,9704,427800
14100,14100,4,2.75,3460,13168,2.0,0,4,0,1932,1986,98022,47.20456641,-121.9964457,1500,7670,460000
16786,16786,3,1.75,1410,1899,2.0,0,3,0,2014,0,98106,47.51707313,-122.3467754,1410,1811,267800
4222,4222,4,2.25,2710,22860,1.0,0,4,860,1962,0,98001,47.32068917,-122.2663562,1700,22860,359000
18386,18386,5,3.5,4410,13000,2.0,0,3,1490,2014,0,98006,47.53820264,-122.1113237,5790,12969,1881583
15070,15070,3,2.5,2620,8950,2.0,0,3,0,1992,0,98006,47.55229941,-122.1187863,2850,8809,746000
13276,13276,4,2.5,2050,4502,2.0,0,3,0,2005,0,98059,47.50016913,-122.1499819,2480,4504,369950
5428,5428,4,2.5,1830,7345,1.0,0,4,290,1973,0,98177,47.77405178,-122.3725777,1990,7700,494000
14150,14150,3,1.75,1830,7600,2.0,0,3,340,1947,0,98106,47.53168097,-122.3508549,1300,4000,283000
2197,2197,3,2.0,1920,33630,1.0,0,3,0,1992,0,98056,47.4982894,-122.16669,2080,7505,352500
13498,13498,4,5.0,5310,16909,1.0,0,3,2220,1992,0,98006,47.55151946,-122.113255,5220,15701,2480000
16394,16394,3,2.0,1300,9334,1.0,0,5,0,1981,0,98178,47.48647714,-122.2379964,2210,9636,257500
7071,7071,4,3.25,2885,33671,2.0,0,4,0,1984,0,98027,47.5174492,-122.0455943,1910,16000,605000
17407,17407,3,1.75,1444,249126,1.5,0,3,0,2008,0,98070,47.41044241,-122.4857389,1760,224770,420000
1793,1793,5,3.5,4220,26784,1.0,0,3,2110,1958,2006,98004,47.60034953,-122.2059794,3450,33945,1635000
10360,10360,3,1.75,1660,11500,1.0,0,3,530,1979,0,98045,47.4473426,-121.7741533,1250,11000,305000
10955,10955,3,2.5,1990,15985,1.0,0,3,450,1964,0,98007,47.62046173,-122.1411964,2470,10125,542000
17589,17589,3,2.5,1550,3402,2.0,0,3,0,2009,0,98002,47.35227988,-122.21179,2095,3402,273500
15915,15915,3,2.75,1690,5763,1.0,0,5,510,1985,0,98011,47.7336366,-122.2022441,1560,7518,410000
8026,8026,1,1.5,1200,44866,1.5,0,3,0,1983,0,98019,47.72045754,-121.9304438,1480,67082,380000
10684,10684,3,1.75,1550,8134,1.0,0,4,0,1959,0,98008,47.6135623,-122.1211395,1360,8000,432000
13352,13352,3,2.5,1520,3425,2.0,0,3,0,1986,0,98052,47.6801115,-122.1613049,1640,3425,402000
15637,15637,3,2.5,2960,6856,2.0,0,3,0,2009,0,98074,47.59057828,-122.0572237,3320,6856,835000
12045,12045,3,2.25,2590,15229,2.0,0,3,0,1984,0,98198,47.39480441,-122.3246606,2590,15229,538250
16502,16502,3,2.0,3000,22040,2.0,0,4,530,1942,0,98177,47.7744812,-122.3679736,2600,7947,887000
15360,15360,4,2.5,2590,9354,2.0,0,4,0,1993,0,98011,47.7702699,-122.1932369,2730,9264,500000
17975,17975,4,2.5,2810,4500,2.0,0,3,0,2014,0,98038,47.35520905,-122.0225984,2980,5046,518380
16723,16723,3,2.75,2430,14861,1.0,0,3,900,1988,0,98028,47.74613125,-122.2474737,2230,10300,495000
8121,8121,3,1.75,1630,28600,1.0,0,3,0,1967,0,98072,47.77422386,-122.1397802,2260,26000,464000
6519,6519,4,2.75,2730,35075,1.0,0,3,1200,1979,0,98072,47.77264849,-122.1393924,2310,35000,575000
1726,1726,3,1.5,2440,5750,1.0,0,3,1120,1939,0,98115,47.69908275,-122.2958588,2160,6820,875000
9950,9950,5,3.5,5000,26540,2.0,0,3,1590,2008,0,98040,47.56645749,-122.209602,3360,17398,1730000
18433,18433,4,2.75,2500,5995,2.0,0,3,0,2008,0,98042,47.37488652,-122.1068617,2530,5988,350000
11668,11668,4,2.25,2370,9636,1.0,0,3,710,1976,0,98033,47.64968358,-122.1942409,2350,9588,670000
4731,4731,3,1.75,1580,20588,1.0,0,3,0,1970,0,98125,47.70597095,-122.289887,2080,7800,625000
16152,16152,3,1.75,1100,10125,1.0,0,4,0,1969,0,98092,47.32324753,-122.1029679,1520,10125,224000
5359,5359,3,1.5,1230,3060,1.0,0,3,320,1927,0,98103,47.66703696,-122.3330039,1260,4488,625000
18273,18273,4,2.5,2510,3479,2.0,0,3,0,2007,0,98052,47.69814242,-122.0988905,2540,4171,685000
4815,4815,5,2.75,2844,3990,2.0,0,3,0,2013,0,98092,47.32587964,-122.1674593,2273,3900,359950
15853,15853,4,1.0,1220,7980,1.5,0,3,0,1944,0,98178,47.49242586,-122.2368007,1210,7920,165000
10017,10017,4,2.5,1990,5511,2.0,0,3,0,1994,0,98030,47.35852972,-122.1911703,1850,6031,302500
1397,1397,5,1.75,2040,8996,1.0,0,4,1020,1962,0,98008,47.58803678,-122.1180033,1950,8270,561750
10492,10492,3,1.75,1090,7200,1.0,0,3,0,1968,0,98034,47.72265713,-122.1785528,1240,7200,345000
13810,13810,5,2.75,2910,36250,1.0,0,3,1320,1977,0,98075,47.59156268,-122.0757819,2910,37376,585083
9808,9808,3,2.5,2050,15020,1.0,0,3,450,1960,0,98177,47.75896382,-122.3708492,2930,15050,760000
8223,8223,3,2.5,2140,10136,1.0,0,3,820,1958,0,98006,47.5601796,-122.1842509,1980,11200,550000
16819,16819,4,2.75,2790,8092,2.0,0,3,0,2013,0,98045,47.48341342,-121.7726212,2790,6154,505657
10105,10105,3,1.0,1180,8474,1.5,0,3,0,1956,0,98155,47.74164395,-122.3267074,1180,7200,310000
8627,8627,4,2.25,2260,7200,2.0,0,4,0,1984,0,98031,47.41208994,-122.1832888,1720,7200,289659
17266,17266,4,2.5,2290,5515,2.0,0,3,0,2006,0,98106,47.5518305,-122.3568318,1380,5515,450000
1909,1909,2,1.0,1260,4377,1.0,0,4,0,1947,0,98103,47.69880981,-122.3536607,1420,6376,405000
12618,12618,4,2.5,3270,35445,2.0,0,3,0,1989,0,98006,47.54799045,-122.1210217,4180,32130,1070000
4691,4691,3,1.5,2120,41325,1.0,0,4,700,1973,0,98092,47.29058422,-122.0552978,1780,42000,325000
4817,4817,5,4.0,3460,5400,2.0,0,3,630,2012,0,98056,47.52010493,-122.2041905,1890,5400,980000
16996,16996,3,3.0,2500,6000,2.0,0,3,0,2012,0,98058,47.44081736,-122.16137,2130,6000,432500
7134,7134,5,2.0,2500,7804,1.5,0,3,930,1921,0,98146,47.50311348,-122.3481065,1170,7676,425000
6827,6827,3,1.0,1240,3600,1.5,0,3,0,1902,0,98144,47.59862539,-122.2984231,1680,3600,390000
14962,14962,3,1.5,1660,15600,2.0,0,3,0,1981,0,98001,47.25893559,-122.2788507,1660,14400,220000
13542,13542,4,2.5,2150,7944,2.0,0,3,0,1990,0,98092,47.25896926,-122.2147787,2170,8319,300499
6999,6999,4,2.0,1540,5920,1.5,0,5,0,1935,0,98125,47.71479915,-122.3007273,1630,6216,442500
4324,4324,4,3.5,3270,15160,1.0,0,3,1610,1997,0,98155,47.7437365,-122.2870484,2790,15160,600000
7888,7888,4,2.5,2640,47480,1.0,0,4,1050,1979,0,98038,47.42578613,-122.0207798,2390,67415,462000
18340,18340,3,2.5,1750,1548,3.0,0,3,0,2013,0,98118,47.55323342,-122.2816325,1750,3960,495000
772,772,3,2.25,1654,8479,2.0,0,3,0,1995,0,98038,47.36271129,-122.0371721,1654,8479,314950
8893,8893,3,2.5,2420,8244,2.0,0,3,0,1988,0,98029,47.55951192,-122.0194005,2500,9320,640000
5042,5042,3,1.5,2240,28750,1.0,0,3,620,1956,0,98034,47.71370988,-122.2537055,3200,23873,497000
5206,5206,3,2.5,3830,48743,2.0,0,3,0,1991,0,98006,47.5662832,-122.1251308,2950,8299,1150000
13707,13707,4,2.5,3490,18521,2.0,0,4,0,1990,0,98077,47.74061661,-122.0704934,2850,18521,734000
14392,14392,1,1.5,1048,4800,1.0,0,3,0,1942,0,98055,47.47592548,-122.2117627,950,4800,199950
13565,13565,4,5.0,4630,24054,2.0,0,3,0,2005,0,98075,47.58701535,-121.9661814,4630,17584,1425000
6945,6945,4,2.75,4120,12500,1.0,0,4,2060,1947,0,98116,47.59139642,-122.3845079,3680,5000,1250000
15233,15233,3,1.0,1010,6120,1.0,0,3,0,1942,0,98033,47.66476432,-122.2039284,1260,5977,550000
5140,5140,3,2.5,2520,53143,1.5,0,3,0,1988,0,98019,47.74304597,-121.9248612,2020,56628,499500
18288,18288,4,2.75,3140,7928,2.0,0,3,0,2013,0,98074,47.59226124,-122.0577007,3500,7055,869950
9539,9539,5,2.0,1910,7200,1.0,0,4,800,1951,0,98178,47.49750379,-122.2612983,1150,5948,230000
2847,2847,3,1.0,960,5750,1.0,0,3,0,1951,0,98116,47.5689087,-122.3930979,1520,5750,490000
12570,12570,3,1.75,1520,9600,1.0,0,3,0,1966,0,98023,47.32630097,-122.3645989,2060,9600,240000
10951,10951,3,2.5,2970,23100,1.0,0,3,1460,1967,0,98072,47.77351863,-122.1329912,2390,20300,599000
5746,5746,3,2.5,1670,8023,1.0,0,5,500,1960,0,98008,47.61504901,-122.116686,1960,8964,696000
4225,4225,3,2.5,3110,217800,2.0,0,3,0,2001,0,98092,47.32811349,-122.1241558,2220,217800,559000
11504,11504,4,2.5,2240,9826,1.0,0,4,870,1988,0,98023,47.3140292,-122.3642286,1980,9826,220000
9605,9605,2,1.0,1060,8000,1.0,0,3,0,1941,0,98168,47.50876238,-122.3333471,1390,8000,205000
12563,12563,4,3.0,2130,6325,1.0,0,5,690,1948,0,98116,47.56832318,-122.396472,1240,6325,620000
12216,12216,3,1.0,1610,11250,1.0,0,3,520,1975,0,98028,47.73910316,-122.2561429,2040,10692,375000
18051,18051,4,2.5,2820,6666,2.0,0,3,0,2007,0,98038,47.34729741,-122.0309864,1880,7200,398500
3747,3747,4,2.75,3460,11350,1.0,0,4,1680,1974,0,98006,47.56798389,-122.1527277,3200,13874,1088889
12940,12940,3,2.5,2800,10603,2.0,0,3,0,2001,0,98011,47.75283191,-122.1950241,2580,10603,550000
10240,10240,3,1.75,1140,10400,1.0,0,4,0,1983,0,98003,47.25982992,-122.3108417,1280,9800,250000
17147,17147,4,2.5,2598,5553,2.0,0,3,0,2014,0,98092,47.34121658,-122.1781147,2502,4900,428900
14727,14727,4,2.5,3290,8147,2.0,0,3,0,2003,0,98052,47.70480369,-122.1069335,3290,7467,856500
13157,13157,4,2.5,1850,5674,2.0,0,3,0,1993,0,98042,47.35364169,-122.1417421,1750,6875,290000
