,num_bed,num_bath,size_house,size_lot,num_floors,is_waterfront,condition,size_basement,year_built,renovation_date,zip,latitude,longitude,avg_size_neighbor_houses,avg_size_neighbor_lot,Label
662,3,2.5,3110,9930,1.0,0,3,1470,1954,0,98039,47.61119433,-122.2257943,3650,14399,996836.4612692433
663,3,1.75,1150,8079,1.0,0,4,0,1983,0,98030,47.37658108,-122.1798345,1540,7399,230375.54387473795
664,2,1.0,1350,10096,1.0,0,4,0,1952,0,98045,47.49666474,-121.7783447,1280,10095,228109.65732487667
665,5,5.0,8000,23985,2.0,0,3,1280,2009,0,98004,47.62315199,-122.2204683,4600,21750,1117033.6896643639
666,4,1.5,1470,5100,1.5,0,3,0,1946,0,98117,47.67687551,-122.3813751,1470,5100,543003.6897418252
667,4,2.0,1530,6375,2.0,0,3,0,1942,1983,98058,47.46920796,-122.1617781,1500,8712,263073.5168080847
668,4,2.5,1790,19177,1.0,0,4,0,1966,0,98030,47.36168018,-122.1720758,1760,11726,259917.99725831332
669,4,3.0,3580,35261,1.5,0,3,0,1985,0,98072,47.7577425,-122.1339363,3540,36750,815581.3345242213
670,3,1.75,1820,5500,1.0,0,4,200,1957,0,98115,47.67366105,-122.2832111,2330,6050,710310.6012185492
671,2,2.5,1830,8107,1.0,0,5,900,1946,0,98125,47.70102475,-122.3046853,1260,6960,501745.5611736954
672,5,2.75,2390,6282,1.0,0,4,1100,1966,0,98118,47.51490701,-122.2634663,1690,5202,352494.169544262
673,3,2.5,1990,3984,2.0,0,3,0,2004,0,98075,47.59142575,-122.0170401,2320,3984,539884.0189092591
674,3,1.0,1320,8625,1.0,0,4,0,1957,0,98056,47.49018982,-122.1791548,1370,8295,260987.03702659282
675,3,2.5,1530,1116,2.5,0,3,0,2005,0,98028,47.73851911,-122.2496264,1530,7780,339066.4411050192
676,4,2.75,2900,17400,1.0,0,4,490,1978,0,98052,47.64311786,-122.1081056,2620,12240,771241.9962234227
677,3,2.25,1422,3677,2.0,0,3,0,2012,0,98092,47.32037219,-122.1777257,1677,3677,248910.884924853
678,3,2.0,1540,8885,1.5,0,5,0,1939,0,98019,47.74030255,-121.9835203,1730,5000,355581.6204953462
679,4,2.25,2820,5000,1.5,0,4,1020,1926,0,98122,47.60967996,-122.2869102,2880,6000,950378.4803924484
680,3,2.5,1370,9253,1.0,0,3,280,1994,0,98042,47.3716555,-122.0726568,1470,9253,247563.03521591614
681,4,1.75,1910,8250,1.0,0,4,0,1959,0,98008,47.61312411,-122.1234332,1500,8250,490269.8358148406
682,3,2.5,2110,9773,1.0,0,3,0,1986,0,98006,47.56280353,-122.1147907,2560,11787,653796.8819162328
683,3,3.5,1900,2133,2.0,0,3,380,2009,0,98126,47.56745649,-122.3694393,1530,3264,450079.64040978963
684,3,1.0,1000,9150,1.0,0,3,0,1969,0,98059,47.48293941,-122.1241192,1490,10647,253523.89242948833
685,2,1.5,1170,1079,3.0,0,3,0,2003,0,98103,47.66067838,-122.33347,1170,1116,484202.6508699057
686,3,1.5,1690,10500,1.0,0,4,0,1967,0,98033,47.70179847,-122.1652066,1570,10500,458872.9991229807
687,3,2.5,2150,14092,2.0,0,3,0,1991,0,98058,47.46209289,-122.1288868,2400,10699,405693.53684658953
688,4,2.75,2330,7642,1.0,0,3,530,1990,0,98023,47.29460027,-122.3699966,2320,7933,308228.65448290214
689,3,1.0,1470,7680,1.0,0,3,250,1946,0,98106,47.52764838,-122.3593906,1470,6784,292391.3229844568
690,3,2.25,2100,7335,2.0,0,3,0,1983,0,98074,47.64699035,-122.0614587,2050,8930,536717.9205036977
691,3,1.0,1460,8227,1.0,0,3,580,1948,0,98125,47.70089553,-122.3010937,1530,8128,425031.54642632045
692,3,3.5,1450,1091,2.0,0,3,250,2007,0,98119,47.64747898,-122.3593947,1490,3017,541758.6755288076
693,4,3.5,4130,77832,2.0,0,3,0,2011,0,98042,47.32288597,-122.0451017,4130,87476,665559.5466617228
694,4,3.0,2940,5763,1.0,0,5,1300,1955,0,98108,47.55894397,-122.2954903,2020,7320,592945.0936689143
695,3,3.25,3620,4000,2.0,0,3,890,2005,0,98199,47.6393029,-122.402602,1910,5000,1025218.5281473753
696,4,2.0,1580,9600,1.0,0,5,530,1965,0,98198,47.40912232,-122.3134188,1710,9600,297848.69852414634
697,4,2.0,1710,7490,2.0,0,3,390,1956,0,98166,47.45443345,-122.3566794,1880,7704,330975.4535656442
698,6,2.5,3370,15625,1.0,0,3,1600,1964,0,98166,47.42232941,-122.3430877,2790,15681,615991.6099174831
699,4,2.75,2530,13474,2.0,0,4,0,1994,0,98023,47.28898018,-122.3441093,2490,13140,377082.2285601966
700,3,2.5,2150,4604,2.0,0,3,0,2003,0,98075,47.58926782,-122.0189239,2280,4253,571056.8581932092
701,2,2.0,1140,8400,1.0,0,2,0,1954,0,98148,47.43505464,-122.3348137,1130,9375,189383.82513537107
702,4,4.25,3500,8750,1.0,0,5,1360,1951,0,98177,47.72222898,-122.366739,3110,8750,896371.5987697137
703,3,2.25,2950,78843,1.5,0,3,0,2006,0,98075,47.59166736,-122.0683218,3880,78843,823688.5451147102
704,4,1.75,1890,8000,1.0,0,4,640,1960,0,98133,47.7576222,-122.3332038,1870,8270,394258.70705875277
705,2,1.0,1040,4172,1.0,0,3,0,1946,0,98112,47.63079901,-122.3019668,3120,4800,610693.6602755373
706,3,1.5,1630,10200,1.0,0,4,330,1976,0,98023,47.31552492,-122.3640284,1960,6700,249982.10973099887
707,4,2.25,2100,7305,1.0,0,4,1050,1963,0,98188,47.46761269,-122.2958476,1760,7308,276894.66582638584
708,2,1.0,1150,3775,1.0,0,3,0,1917,0,98103,47.65390844,-122.3294017,2240,3753,586390.5035684457
709,4,2.5,2420,18480,1.0,0,4,0,1967,0,98004,47.62142131,-122.2268109,3330,19910,1031343.80608527
710,2,1.0,1050,4800,1.0,0,4,0,1969,0,98146,47.51278077,-122.3876648,1230,4800,370870.9895164076
711,4,2.5,3810,7728,2.0,0,3,0,2007,0,98074,47.59247187,-122.0582467,3290,7728,857945.7042586184
712,4,3.5,3828,18900,2.5,0,3,0,2014,0,98001,47.28510782,-122.2770751,2120,18900,525585.8306497381
713,3,2.0,1310,1361,3.0,0,3,0,2003,0,98133,47.73369176,-122.3427199,1370,1608,276930.50700681156
714,6,4.25,5480,189050,2.0,0,4,340,1991,0,98031,47.41195543,-122.1676435,2470,10429,643605.8021684708
715,3,2.0,1310,6265,1.0,0,3,0,1988,0,98038,47.38925665,-122.0508099,1100,6360,231527.7928501279
716,2,1.0,770,8612,1.0,0,3,0,1953,0,98155,47.75471702,-122.3234546,1290,8407,254876.91688270387
717,5,1.75,2460,16000,1.0,0,3,1230,1957,0,98023,47.33046413,-122.3511129,1990,16000,306729.85568010435
718,3,2.0,1730,9030,1.0,0,4,0,1956,0,98007,47.58748719,-122.1343077,1470,9030,479625.95336974994
719,3,1.75,1620,7330,1.0,0,4,530,1974,0,98034,47.71479299,-122.2125594,1380,7191,444386.7644202396
720,2,1.0,1320,1824,1.5,0,4,0,1909,0,98144,47.58503974,-122.2938095,1320,4000,340945.3492304192
721,3,1.75,2200,12231,1.0,0,4,950,1964,0,98056,47.5076141,-122.1728987,2200,9825,386619.9595907363
722,7,1.5,2660,15111,1.5,0,4,0,1962,0,98059,47.46435961,-122.0663963,1710,15429,422400.38950485375
723,5,2.0,2120,137565,1.5,0,3,0,1913,0,98070,47.45584498,-122.506548,2120,157123,372665.47350791236
724,6,4.0,5310,12741,2.0,0,3,1710,1967,0,98040,47.56963784,-122.2130094,4190,12632,1095575.701171594
725,4,2.5,2480,4504,2.0,0,3,0,2005,0,98059,47.4998027,-122.1501781,2950,4504,442940.56650016626
726,3,1.5,1210,5240,1.0,0,4,600,1983,0,98106,47.55242666,-122.3562398,1560,5240,327684.167601968
727,4,3.0,5430,108900,2.0,0,4,0,1987,0,98053,47.65816226,-122.037519,3170,107076,871511.2335099855
728,3,2.75,2770,54707,1.5,0,3,400,1938,0,98155,47.75546436,-122.288922,1640,54707,465317.12524275907
729,3,2.5,1608,4818,2.0,0,3,0,2012,0,98092,47.25832837,-122.2025539,2009,5200,277344.1676393804
730,4,1.5,1700,8400,1.0,0,3,0,1953,0,98177,47.76767885,-122.3589304,1750,8475,381891.67218058335
731,2,1.75,1910,3376,2.0,0,3,0,1980,0,98038,47.37334192,-122.0574125,1470,3623,241223.86234307766
732,3,2.5,2060,7184,2.0,0,3,0,1987,0,98029,47.56703944,-122.0121092,2230,7788,571298.2258688791
733,2,2.5,1240,3649,2.0,0,3,0,1986,0,98003,47.32407363,-122.32202,1400,3721,209613.23407135202
734,3,1.0,1520,10227,1.0,0,4,0,1951,0,98004,47.58716866,-122.1962899,2710,10912,757894.6055804072
735,1,1.0,1110,5421,1.0,0,3,0,1935,0,98177,47.73215918,-122.3586454,1230,8100,320581.84525342134
736,4,1.75,1850,7350,1.0,0,3,800,1965,0,98001,47.34131202,-122.276949,1450,7250,231494.8610321892
737,5,2.5,2990,15085,2.0,0,3,0,2007,0,98011,47.74603206,-122.217624,3150,13076,650488.428173583
738,5,1.75,2290,4320,2.0,0,3,310,1928,0,98105,47.66397923,-122.3104939,2870,4320,841381.8415590895
739,4,2.5,2530,10155,2.0,0,3,0,1998,0,98042,47.35097261,-122.1463099,2330,7205,373038.59001429094
740,4,2.25,1990,21312,1.0,0,4,0,1968,0,98058,47.43899728,-122.1442187,2400,19210,363540.06951872463
741,3,1.0,880,10800,1.0,0,3,0,1942,0,98146,47.49487279,-122.3376728,1100,8820,191467.0474069451
742,4,2.5,2300,4482,2.0,0,3,0,2013,0,98042,47.35991248,-122.081776,2300,3825,357838.42879785306
743,5,3.5,5050,16500,2.0,0,3,0,2001,0,98075,47.58626758,-121.9673479,4570,16500,808657.7797764413
744,5,1.75,2080,217800,1.0,0,5,0,1963,0,98070,47.38842212,-122.4041764,1670,213008,417640.66249395115
745,4,3.25,4040,18916,1.0,0,4,0,1954,0,98039,47.61553701,-122.237752,3000,18831,1166815.1676279036
746,3,1.0,1100,5100,1.0,0,4,0,1913,0,98108,47.52306481,-122.3321475,1450,5100,280468.3257227612
747,4,2.25,1550,7579,2.0,0,3,0,1993,0,98038,47.35395987,-122.0471656,1630,6397,281506.17988558055
748,3,2.25,1920,8412,1.0,0,3,460,1977,0,98006,47.55778023,-122.1323332,2490,8700,574493.2855375377
749,3,2.5,3910,14000,2.0,0,3,0,1999,0,98008,47.63737452,-122.1200281,2280,14000,888588.4916985664
750,4,2.25,1680,3179,2.0,0,3,0,2002,0,98092,47.32581382,-122.1864142,1678,3590,236703.99090272476
751,3,2.5,2060,10650,1.0,0,5,1010,1976,0,98006,47.56268114,-122.1371047,2690,8850,697546.6607980944
752,4,2.75,3870,10046,2.0,0,3,0,2005,0,98033,47.66510905,-122.1906451,3560,10046,1077338.7231032543
753,2,1.75,1440,11210,1.0,0,4,310,1935,0,98146,47.49801058,-122.3502037,1250,9381,296256.745470447
754,4,1.0,1000,7134,1.0,0,3,0,1943,0,98178,47.48970564,-122.2397103,1020,7138,209838.5863827252
755,3,2.25,1350,980,2.0,0,3,300,2007,0,98144,47.59980326,-122.3119308,1350,1245,406493.54622468125
756,3,2.5,1860,3690,2.0,0,3,0,2000,0,98028,47.77597649,-122.2391231,1870,4394,383113.03254723735
757,4,1.75,1820,4500,1.5,0,3,0,1921,0,98119,47.6429249,-122.359838,1870,3600,749826.0234094893
758,3,1.0,2110,10005,1.0,0,5,1000,1924,0,98033,47.68801355,-122.1677943,1360,9827,528132.4632319643
759,3,2.5,1770,3873,2.0,0,3,0,2005,0,98058,47.46476042,-122.1439712,2280,4330,341299.136188698
760,5,3.5,3990,5000,2.0,0,3,1080,2004,0,98118,47.54004509,-122.2695475,1310,5000,689707.9735537663
761,5,2.25,3550,7992,2.0,0,3,0,1968,0,98034,47.72847573,-122.1787248,2110,7992,564951.5424354611
762,3,1.75,2610,117176,1.0,0,3,1220,1981,0,98022,47.2585407,-121.9247547,2140,142005,365847.53982767835
763,3,2.75,2340,8828,1.0,0,4,0,1954,0,98112,47.63198902,-122.2885398,3480,8526,967847.8161658335
764,3,2.25,2800,17300,1.0,0,4,1380,1971,0,98006,47.57163228,-122.1281409,2140,12650,694625.4771761157
765,4,2.0,2000,5000,1.5,0,5,0,1925,0,98144,47.57869075,-122.2926628,2200,5000,609995.9621587353
766,5,3.75,2890,5000,1.0,0,3,1580,2006,0,98108,47.57007271,-122.2964842,1930,5117,597123.2989003351
767,3,1.75,1070,7200,1.0,0,3,0,1994,0,98010,47.31335271,-122.0228373,1480,7200,220101.3397526943
768,4,1.0,1320,5000,1.5,0,3,0,1928,0,98106,47.54567061,-122.362858,1640,5164,345566.9603388222
769,3,3.5,3690,8837,2.0,0,3,0,2001,0,98065,47.54018857,-121.8762954,3690,9585,719347.3481479038
770,3,1.75,1340,12800,1.0,0,3,460,1981,0,98058,47.44371265,-122.1366172,1500,7875,273630.487313073
771,3,2.5,1950,7421,2.0,0,3,0,1996,0,98038,47.3841979,-122.0356683,2200,4668,330634.90421935794
772,3,1.75,1470,4950,1.0,0,3,440,1984,0,98133,47.73254723,-122.3371771,1100,5250,335314.2419883248
773,3,1.0,1300,6098,1.0,0,3,0,2013,0,98014,47.70738526,-121.3639005,1300,6849,384162.3567614544
774,3,2.25,1646,7364,2.0,0,3,0,1994,0,98038,47.36459715,-122.0370642,1975,9161,300303.2303563106
775,3,1.75,1130,5111,1.0,0,4,200,1942,0,98199,47.63791842,-122.4000795,1360,4424,549030.4860899686
776,3,2.5,1810,7200,1.0,0,5,500,1960,0,98033,47.68849874,-122.2114829,2050,7200,712969.8379446762
777,2,2.0,1510,3961,1.0,0,3,0,2010,0,98053,47.70899082,-122.0183601,1510,3962,467157.6353626846
778,4,2.5,2820,8307,2.0,0,3,0,1990,0,98074,47.6252938,-122.0272153,2820,8307,693763.5946277558
779,2,1.0,1300,44431,1.0,0,5,0,1958,0,98001,47.32695327,-122.2671578,1470,14850,232755.72166731168
780,2,1.0,860,8511,1.0,0,3,0,1949,0,98125,47.73118506,-122.2995562,1554,8499,300587.0546916473
781,3,1.0,990,4250,1.0,0,4,150,1924,0,98136,47.53921877,-122.3896233,990,4500,420297.93611916277
782,2,1.0,770,6731,1.0,0,4,0,1943,0,98155,47.75048023,-122.3116804,1120,9212,272787.6100600852
783,3,2.25,1990,6350,2.0,0,3,0,1967,0,98198,47.38215466,-122.3158516,1220,6250,269972.28347809834
784,3,1.0,1510,6000,1.0,0,3,340,1953,0,98118,47.51675392,-122.2853372,1125,6000,246880.49783154426
785,3,2.5,1880,4200,2.0,0,3,0,2007,0,98038,47.36601383,-122.0166243,2090,4200,316059.30776017945
786,3,1.0,820,5200,1.0,0,4,0,1977,0,98042,47.36298449,-122.0944199,1120,5200,161121.96025628492
787,4,2.25,2640,8800,1.0,0,3,1020,1980,0,98072,47.75516158,-122.1479154,2500,11700,549542.1432355094
788,3,1.75,2650,5512,2.0,0,3,400,1984,0,98112,47.62648885,-122.2953803,1440,5100,823350.610512216
789,3,2.5,1370,22326,2.0,0,3,0,1993,0,98045,47.44686952,-121.7745566,1580,10920,252430.92814687474
790,2,1.0,960,4800,1.5,0,2,0,1912,0,98116,47.57524819,-122.4110466,1440,4800,535050.1398649162
791,5,2.75,2160,5720,1.0,0,5,660,1950,0,98144,47.57282123,-122.3039998,2160,4996,575412.8664368365
792,4,3.0,2360,6678,1.0,0,3,600,1949,0,98115,47.69191054,-122.3128508,1640,6380,599194.7640523098
793,3,2.0,1370,7200,1.0,0,3,240,1926,1955,98125,47.73289682,-122.308455,1300,7208,351229.4994242824
794,3,2.5,1910,4941,2.0,0,3,0,1999,0,98075,47.59889403,-122.0159831,1910,4941,519563.18465552473
795,2,2.5,2170,6361,1.0,0,3,0,2009,0,98053,47.71086011,-122.0173594,2310,7419,703367.1412989954
796,3,2.5,2010,9725,2.0,0,4,0,1987,0,98029,47.56799144,-122.0175941,1850,6858,544107.6324563648
797,3,2.5,1210,1200,3.0,0,3,0,2008,0,98103,47.65425195,-122.3454662,1210,1200,483660.71638530825
798,3,2.5,1510,1178,2.0,0,3,450,2007,0,98122,47.61809904,-122.300915,1510,1210,557792.727648769
799,3,1.0,1480,6550,1.5,0,4,0,1925,0,98126,47.54978691,-122.3806474,1200,6550,463109.110422463
800,3,2.5,2680,5497,2.0,0,3,0,2001,0,98052,47.70430115,-122.1284673,2780,5497,699312.2300195503
801,2,1.75,1460,1500,2.0,0,3,460,2008,0,98103,47.68533129,-122.355844,1440,4120,488087.6103896755
802,3,2.25,1489,2800,2.0,0,3,0,2011,0,98002,47.3452272,-122.2151193,1584,3200,233912.78803018777
803,4,2.5,2641,8091,2.0,0,3,0,1998,0,98031,47.40431087,-122.2126963,2641,8535,401413.21175333066
804,3,2.5,1600,2042,2.0,0,3,0,2005,0,98027,47.5341336,-122.0672581,1445,1370,391670.8316613932
805,3,1.0,810,4600,1.0,0,3,0,1918,0,98144,47.57124349,-122.3163284,1520,4800,310693.5309144885
806,4,2.5,2170,8518,1.0,0,3,820,1955,0,98178,47.50731957,-122.2335517,1880,7680,289898.23624325136
807,3,2.5,1790,2700,2.0,0,3,0,2010,0,98027,47.56396036,-122.0934213,1890,3078,538963.2423218547
808,3,3.25,3130,9302,2.0,0,3,940,1987,0,98023,47.30776692,-122.3378483,2350,7949,383679.68480450904
809,2,2.5,1100,1737,2.0,0,3,0,2006,0,98055,47.44991422,-122.1885091,1610,2563,208995.95935193435
810,3,1.0,1030,7620,1.0,0,3,0,1953,0,98126,47.52811692,-122.3749534,1030,7560,304184.7632131247
811,4,4.25,5584,68257,2.0,0,3,0,1998,0,98014,47.6113066,-121.951889,5030,101901,755632.7385173647
812,4,1.5,1350,8113,1.0,0,4,0,1959,0,98004,47.58070708,-122.1961596,1930,8113,672994.5509507065
813,3,2.5,1861,1587,2.0,0,3,283,2007,0,98034,47.70432925,-122.2094653,2090,10454,512773.3022775994
814,3,2.25,1481,2820,2.0,0,3,0,2012,0,98002,47.34566167,-122.2168204,1481,3028,248397.83049613368
815,3,3.0,1970,20978,2.0,1,4,200,1980,0,98070,47.38443808,-122.4382102,2280,75396,470757.3201259541
816,4,1.75,2260,12238,1.0,0,3,0,1967,0,98005,47.59761532,-122.1781518,2430,10204,667421.6269241235
817,4,1.0,1880,6288,1.0,0,3,760,1974,0,98178,47.51014582,-122.258901,1880,6334,300779.7917323103
818,3,1.75,1770,16909,1.0,0,5,0,1977,0,98058,47.44581939,-122.1339478,1960,9100,340885.15588385
819,3,1.5,1610,8375,2.0,0,3,0,1927,0,98155,47.75266258,-122.3063564,1610,9107,334017.63258333836
820,4,2.0,2990,102366,1.0,0,4,0,1974,0,98092,47.30684082,-122.0880915,2820,57140,432832.3721080871
821,3,2.0,1630,8018,1.0,0,3,0,2003,0,98001,47.26377914,-122.2425665,1610,8397,258131.11546468834
822,4,1.75,1900,22896,1.5,0,3,540,1922,1990,98010,47.31019193,-122.0225137,1300,8960,255277.41142879485
823,3,2.5,2770,9136,2.0,0,3,0,1991,0,98006,47.56051214,-122.1147215,2890,8442,818488.5290661973
824,2,2.25,1280,835,2.0,0,3,200,2009,0,98118,47.55918841,-122.2841994,1280,1246,358470.17360473383
825,4,2.75,2410,9549,1.0,0,4,630,1956,0,98033,47.65029228,-122.1967738,2090,9549,748987.1624580107
826,4,2.0,1400,7140,1.0,0,3,0,1969,0,98155,47.77190408,-122.3085215,1610,10500,315333.22450925864
827,3,2.5,3440,103672,2.0,0,3,0,1990,0,98038,47.38949646,-121.985682,2710,112820,552362.1351514959
828,3,1.0,1500,13500,1.0,0,4,0,1968,0,98059,47.46664228,-122.0722615,1350,13680,302788.28406231175
829,4,2.5,1914,3272,2.0,0,3,0,2009,0,98055,47.42965193,-122.188846,1714,3250,321168.1938380374
830,4,3.5,3930,16970,2.0,0,3,0,1997,0,98019,47.74123935,-121.9660279,2740,17219,620228.8702959457
831,4,1.5,1840,9009,2.0,0,3,0,1965,0,98198,47.40599349,-122.3184384,1390,8025,262962.43568046106
832,3,2.5,1730,3600,2.0,0,3,0,2014,0,98146,47.50138224,-122.3399365,2030,3600,335148.00827279675
833,3,1.75,1380,7500,1.0,0,3,0,1988,0,98038,47.36284971,-122.0452936,1530,7500,255926.59902014834
834,3,1.75,1660,8303,1.0,0,3,280,1974,0,98058,47.43658901,-122.1713585,1740,8320,275574.8644301108
835,2,1.5,880,1157,2.0,0,3,0,2007,0,98126,47.51884674,-122.3763023,1070,1203,249340.99407663202
836,3,2.25,1460,968,2.0,0,3,320,2003,0,98199,47.66014622,-122.4004107,1460,1531,480345.3918192373
837,4,1.75,1860,7700,1.0,0,4,0,1964,0,98008,47.62599027,-122.1123581,1860,7700,515032.15860800806
838,5,1.75,3290,8000,1.0,0,3,1500,1968,0,98030,47.37328389,-122.2136532,2380,7000,396139.35172277363
839,3,1.75,1180,14292,1.0,0,3,0,1981,0,98045,47.48183426,-121.7330488,1480,14400,226185.24442547513
840,3,1.5,1210,5200,1.0,0,5,0,1969,0,98042,47.36151552,-122.0874058,1120,5200,204590.39752101543
841,3,2.25,1800,6875,1.0,0,4,570,1974,0,98052,47.67733301,-122.1097828,1800,8749,507270.7551423657
842,9,3.0,2820,4480,2.0,0,3,940,1918,0,98105,47.66543412,-122.3069042,2460,4400,866695.1869645542
843,4,2.5,3170,4979,2.0,0,4,600,1925,0,98103,47.66546419,-122.3397314,2060,5000,909952.484430108
844,3,1.0,1410,7854,1.0,0,4,0,1971,0,98034,47.73026847,-122.1923703,1460,7500,403793.92161473416
845,3,1.75,1570,8459,1.0,0,3,0,1991,0,98022,47.20157359,-122.0064627,1650,8844,263280.6288485371
846,4,2.25,2870,8393,1.0,0,4,1390,1977,0,98040,47.57868297,-122.2450112,2930,9850,922066.5495831051
847,3,1.0,1230,8114,1.0,0,4,0,1951,0,98004,47.58220156,-122.1960639,2220,8114,669716.2881018902
848,3,2.0,1700,10000,2.0,0,3,0,1992,0,98011,47.76612492,-122.2046106,1460,9621,413814.6038051717
849,3,3.5,3650,103672,1.0,0,3,1600,2011,0,98031,47.40020575,-122.2165691,2550,16140,571970.4445685392
850,6,4.0,3600,6224,2.0,0,3,990,1945,2006,98199,47.65311619,-122.4054599,1430,6224,842553.5951921094
851,3,2.5,2330,3141,2.0,0,3,0,2003,0,98116,47.56221556,-122.3918315,1980,5265,622436.1948658121
852,4,2.5,2068,7242,2.0,0,4,0,1976,0,98001,47.33182733,-122.2812646,1560,7524,248517.08746827845
853,3,1.75,1260,6500,1.0,0,4,0,1966,0,98008,47.6224449,-122.1161677,1500,7700,438492.67605946126
854,3,2.5,1256,1154,3.0,0,3,0,2005,0,98125,47.71459124,-122.3114136,1309,1232,320793.55388373986
855,3,2.5,2100,7851,2.0,0,3,0,1986,0,98052,47.72422366,-122.1051488,2100,8187,538947.7642887477
856,5,3.0,2600,13674,1.0,0,5,1300,1967,0,98125,47.71762386,-122.3015056,2150,7800,642262.9649285561
857,2,2.0,1860,10856,1.0,0,3,600,1952,0,98178,47.49888678,-122.265207,1250,10008,269878.4056840943
858,3,2.5,3340,70131,2.0,0,3,920,1994,0,98022,47.26664754,-122.0148147,2760,116740,503039.2218741464
859,3,1.0,920,7314,1.0,0,3,0,1960,0,98002,47.28915655,-122.2197453,1010,7420,160542.32942720782
860,1,1.0,700,5100,1.0,0,3,0,1942,0,98115,47.67898662,-122.2999096,1010,5100,399922.3597843356
861,3,2.5,1280,5040,2.0,0,4,0,1985,0,98118,47.56111303,-122.2759914,1500,5040,410219.06837670895
862,4,3.0,3900,9750,1.0,0,5,1380,1972,0,98006,47.56051668,-122.1584894,3410,9450,1074502.4921760848
863,4,3.25,4280,47179,2.0,0,3,1230,2002,0,98092,47.3017425,-122.1273506,2820,43401,599966.8896771957
864,4,3.0,3820,26895,2.0,0,3,0,1995,0,98072,47.72527781,-122.0924412,3820,24751,920355.7087680883
865,4,2.25,2040,9565,1.0,0,3,640,1959,0,98133,47.73559437,-122.3351849,1890,8580,389664.70728544594
866,4,2.5,3080,8451,1.0,0,3,1540,1969,0,98052,47.67404653,-122.1535857,1550,8125,666193.7437537258
867,3,1.75,1820,78408,1.0,0,3,600,1950,0,98042,47.33640314,-122.1279635,1340,78408,225402.4605224443
868,2,1.0,900,5512,1.0,0,3,0,1947,0,98115,47.68768625,-122.2892592,1270,5512,432599.41509574465
869,1,1.0,620,7620,1.0,0,3,0,1926,0,98166,47.46971147,-122.3489048,1160,7620,190144.71491818916
870,5,2.5,2360,10081,1.0,0,4,1180,1961,0,98006,47.55517065,-122.1780727,2200,10461,624761.4751759393
871,3,1.0,1090,7400,1.0,0,4,0,1962,0,98092,47.29228098,-122.1896845,1140,8165,189566.62922983692
872,3,1.0,1090,6710,1.5,0,5,0,1912,0,98002,47.30655446,-122.2172955,1170,6708,185572.44447599753
873,4,2.75,2210,8430,2.0,0,3,0,1999,0,98075,47.59937258,-122.0173037,2460,8069,606655.496747223
874,3,2.25,1480,1384,3.0,0,3,0,2008,0,98103,47.69098946,-122.3417182,1310,1329,430407.95914395584
875,2,1.0,800,5220,1.0,0,3,0,1943,0,98125,47.70369822,-122.3198462,1910,5376,356935.1473535887
876,4,1.75,2500,8725,1.0,0,4,1000,1966,0,98004,47.63043855,-122.2047209,1900,8998,924129.9174530786
877,3,2.5,1740,10050,2.0,0,3,0,1989,0,98001,47.26710403,-122.2359152,1300,10125,247735.21677550496
878,4,2.0,2340,6000,1.0,0,5,1070,1953,0,98199,47.64946437,-122.4005189,1600,6000,775582.3974344626
879,3,1.5,1920,61014,1.0,0,3,0,1953,0,98038,47.44460199,-122.0739604,1616,61014,291131.6334904826
880,3,1.5,1530,7200,1.0,0,3,0,1975,0,98155,47.76909428,-122.296895,2150,7216,363863.0258501901
881,4,3.75,4060,19290,2.0,0,3,0,2002,0,98074,47.60510875,-122.0533742,4020,13250,899706.2476532855
882,5,1.75,3380,20021,1.0,0,4,1690,1963,0,98004,47.63952256,-122.2113065,3260,19809,1054634.1649973413
883,3,2.5,1490,8005,1.0,0,3,400,1976,0,98058,47.43586829,-122.1653122,1880,7905,280055.203955494
884,4,2.5,3160,8530,2.0,0,3,0,2006,0,98059,47.50747874,-122.1484944,3160,6460,597308.6766762099
885,5,2.0,2000,3000,1.5,0,3,800,1931,0,98122,47.6028204,-122.2980964,1330,4000,505143.4002928313
886,4,1.75,2130,5080,1.5,0,3,0,1914,1993,98119,47.64273386,-122.3625623,1900,5080,774190.8081450749
887,4,2.25,2500,8500,2.0,0,4,0,1979,0,98006,47.55692604,-122.1506802,2470,9100,705796.69970011
888,5,3.75,5340,10655,2.5,0,4,1600,1912,0,98144,47.57950205,-122.2853651,3910,9418,1233201.1752564192
889,4,2.25,2130,10650,2.0,0,4,0,1977,0,98006,47.55667608,-122.159056,3380,10050,746495.7399850893
890,3,1.0,1000,9450,1.0,0,3,0,1962,0,98055,47.45623545,-122.1932935,1300,13500,219599.24600769283
891,4,3.25,3960,12895,2.0,0,3,0,2001,0,98059,47.52113893,-122.1514665,3870,12040,1010589.6211098864
892,3,2.0,1490,7697,1.0,0,3,0,1994,0,98059,47.48524708,-122.1635929,1540,7529,310956.14238276856
893,3,1.0,1130,9147,1.0,0,5,0,1952,0,98033,47.70055602,-122.1969905,1930,9906,480098.8669688063
894,4,3.5,5990,111078,2.0,0,3,0,2004,0,98053,47.66704,-121.9941168,4690,118918,832896.3139996125
895,2,1.5,1220,3568,1.5,0,4,0,1976,0,98198,47.38037123,-122.3180086,1180,3678,208871.7449572968
896,4,3.5,3920,9555,2.0,0,3,0,2004,0,98053,47.67968666,-122.0250643,3920,8598,820669.2156712066
897,5,1.75,1730,5200,1.0,0,4,680,1978,0,98042,47.3628188,-122.0894055,1350,5200,233344.3311824626
